,oak_count,oak_score,oak_mentions_count,black_fruit_count,black_fruit_score,black_fruit_mentions_count,earth_count,earth_score,earth_mentions_count,red_fruit_count,red_fruit_score,red_fruit_mentions_count,spices_count,spices_score,spices_mentions_count,microbio_count,microbio_score,microbio_mentions_count,floral_count,floral_score,floral_mentions_count,tree_fruit_count,tree_fruit_score,tree_fruit_mentions_count,dried_fruit_count,dried_fruit_score,dried_fruit_mentions_count,vegetal_count,vegetal_score,vegetal_mentions_count,non_oak_count,non_oak_score,non_oak_mentions_count,citrus_fruit_count,citrus_fruit_score,citrus_fruit_mentions_count,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,calculated_structure_count,tropical_fruit_count,tropical_fruit_score,tropical_fruit_mentions_count
1611255,102.0,13046.0,146.0,89.0,13291.0,135.0,64.0,5324.0,49.0,45.0,3588.0,34.0,43.0,2748.0,30.0,12.0,965.0,8.0,6.0,450.0,4.0,3.0,300.0,3.0,4.0,221.0,2.0,4.0,250.0,2.0,73.0,1217.0,1.0,1.0,100.0,1.0,3.3466864,,4.766704,1.7195184,3.476704,138.0,170.0,,,
1194532,73.0,9216.0,100.0,55.0,7764.0,79.0,47.0,4467.0,46.0,39.0,3185.0,30.0,23.0,1397.0,13.0,18.0,1297.0,11.0,1.0,100.0,1.0,3.0,300.0,3.0,32.0,3442.0,35.0,9.0,640.0,6.0,46.0,1492.0,9.0,4.0,400.0,4.0,2.2634823,,4.088044,2.7584164,2.9588053,96.0,118.0,2.0,200.0,2.0
84351,50.0,7070.0,77.0,39.0,6338.0,65.0,32.0,3289.0,34.0,24.0,1846.0,17.0,15.0,1037.0,10.0,13.0,723.0,4.0,4.0,400.0,4.0,2.0,200.0,2.0,2.0,116.0,1.0,1.0,100.0,1.0,27.0,781.0,4.0,,,,3.3411176,,4.793787,1.741003,3.3841987,70.0,110.0,,,
5926791,1.0,185.0,2.0,3.0,300.0,3.0,,,,,,,1.0,6.0,0.0,1.0,100.0,1.0,,,,,,,3.0,300.0,3.0,,,,1.0,9.0,0.0,,,,2.1250002,,4.2583337,2.0916667,2.9083333,11.0,2.0,,,
4382344,27.0,3362.0,38.0,13.0,2187.0,22.0,18.0,1256.0,11.0,5.0,413.0,4.0,13.0,612.0,7.0,4.0,265.0,2.0,1.0,25.0,0.0,,,,,,,1.0,25.0,0.0,18.0,355.0,1.0,2.0,200.0,2.0,3.3146155,,4.8636475,1.3636229,3.286253,41.0,44.0,,,
3474900,3.0,352.0,4.0,,,,4.0,491.0,5.0,,,,1.0,218.0,2.0,1.0,116.0,1.0,,,,3.0,400.0,4.0,,,,,,,2.0,23.0,0.0,,,,,,,,,,,,,
88177,75.0,5666.0,53.0,41.0,4270.0,44.0,74.0,8949.0,103.0,68.0,8097.0,80.0,33.0,1838.0,18.0,22.0,987.0,3.0,13.0,1400.0,14.0,3.0,300.0,3.0,2.0,233.0,2.0,2.0,110.0,1.0,40.0,950.0,7.0,4.0,700.0,7.0,4.1782513,,3.1043875,1.8388522,2.6541603,137.0,163.0,,,
4110288,16.0,1974.0,23.0,12.0,1879.0,19.0,11.0,1056.0,10.0,6.0,816.0,8.0,6.0,336.0,3.0,3.0,82.0,0.0,,,,1.0,100.0,1.0,2.0,105.0,1.0,1.0,100.0,1.0,10.0,152.0,0.0,,,,3.4100199,,4.72152,1.7995,3.3468022,23.0,21.0,,,
5509315,4.0,430.0,5.0,6.0,1200.0,12.0,3.0,400.0,4.0,3.0,300.0,3.0,3.0,18.0,0.0,1.0,100.0,1.0,,,,,,,,,,,,,3.0,52.0,0.0,,,,2.8630683,,4.850469,1.5131408,3.302166,26.0,10.0,,,
5089513,3.0,403.0,5.0,2.0,200.0,2.0,1.0,128.0,1.0,3.0,300.0,3.0,4.0,412.0,4.0,,,,2.0,200.0,2.0,,,,,,,,,,3.0,57.0,0.0,,,,,,,,,,,,,
2103151,22.0,2700.0,32.0,21.0,2668.0,27.0,18.0,1153.0,8.0,7.0,916.0,9.0,10.0,863.0,9.0,,,,1.0,100.0,1.0,,,,2.0,116.0,1.0,,,,12.0,284.0,1.0,,,,3.819546,,4.885717,1.4446824,3.3411255,19.0,39.0,,,
1450977,8.0,775.0,8.0,5.0,700.0,7.0,8.0,875.0,9.0,5.0,600.0,6.0,1.0,6.0,0.0,1.0,33.0,0.0,,,,,,,,,,,,,4.0,111.0,1.0,,,,2.799258,,3.9931097,1.7289047,3.3780212,14.0,8.0,,,
1242852,22.0,3175.0,34.0,15.0,2343.0,24.0,12.0,860.0,9.0,5.0,358.0,3.0,15.0,1248.0,12.0,5.0,433.0,4.0,,,,,,,6.0,599.0,6.0,,,,14.0,284.0,1.0,,,,3.1554484,,4.828386,2.5289242,3.2511034,22.0,30.0,,,
1823657,13.0,308.0,2.0,8.0,640.0,7.0,15.0,1892.0,20.0,14.0,1122.0,11.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,200.0,2.0,,,,3.0,138.0,1.0,1.0,100.0,1.0,,,,,,,4.340619,,3.0793118,1.5651147,2.6751602,13.0,15.0,,,
3553,13.0,1647.0,18.0,10.0,2103.0,22.0,9.0,797.0,8.0,10.0,681.0,6.0,6.0,631.0,7.0,1.0,50.0,0.0,2.0,125.0,1.0,,,,1.0,16.0,0.0,1.0,25.0,0.0,6.0,125.0,0.0,,,,3.7491796,,4.8184357,1.5011283,2.966359,9.0,34.0,,,
1645873,76.0,9627.0,102.0,62.0,9035.0,92.0,51.0,4530.0,47.0,32.0,2639.0,25.0,28.0,2764.0,31.0,3.0,300.0,3.0,3.0,175.0,1.0,1.0,100.0,1.0,7.0,408.0,4.0,4.0,175.0,1.0,55.0,1047.0,1.0,1.0,100.0,1.0,3.3433847,,4.644946,1.8614985,3.3727007,73.0,130.0,,,
2556060,8.0,994.0,11.0,10.0,1640.0,17.0,3.0,207.0,2.0,3.0,55.0,0.0,5.0,124.0,1.0,2.0,267.0,3.0,,,,,,,2.0,196.0,2.0,,,,5.0,84.0,0.0,,,,3.7573617,,4.6209364,2.3355317,3.8487663,6.0,14.0,1.0,33.0,0.0
11839,17.0,1669.0,18.0,12.0,1361.0,14.0,14.0,1228.0,13.0,10.0,1039.0,10.0,8.0,605.0,6.0,3.0,250.0,2.0,2.0,200.0,2.0,,,,4.0,391.0,4.0,1.0,100.0,1.0,11.0,157.0,0.0,1.0,100.0,1.0,2.404103,,4.9684305,3.1622648,2.404507,5.0,35.0,,,
1219919,15.0,1963.0,21.0,9.0,1236.0,13.0,8.0,718.0,7.0,7.0,632.0,6.0,8.0,744.0,8.0,1.0,100.0,1.0,3.0,300.0,3.0,1.0,100.0,1.0,2.0,32.0,0.0,2.0,200.0,2.0,8.0,175.0,0.0,,,,3.1639557,,4.196174,1.8277819,2.7446394,15.0,20.0,,,
2273709,8.0,619.0,6.0,7.0,787.0,8.0,6.0,823.0,9.0,5.0,613.0,6.0,4.0,69.0,1.0,1.0,50.0,0.0,7.0,800.0,8.0,,,,,,,,,,4.0,39.0,0.0,,,,4.284037,,2.8630502,1.7299623,2.4784498,26.0,29.0,,,
77450,81.0,8046.0,83.0,39.0,4666.0,47.0,86.0,11339.0,120.0,46.0,5729.0,57.0,35.0,3299.0,33.0,13.0,786.0,3.0,13.0,1300.0,13.0,1.0,100.0,1.0,11.0,969.0,10.0,3.0,120.0,1.0,53.0,1146.0,7.0,4.0,400.0,4.0,4.5848627,,3.73089,1.5893062,4.3963466,64.0,124.0,,,
1695288,66.0,8542.0,95.0,85.0,13795.0,139.0,49.0,4928.0,47.0,25.0,2184.0,21.0,32.0,2017.0,21.0,5.0,350.0,3.0,10.0,975.0,9.0,,,,7.0,512.0,5.0,7.0,475.0,4.0,39.0,722.0,1.0,,,,3.3884463,,4.8110723,1.6088058,3.5823128,88.0,144.0,,,
1394887,10.0,1477.0,14.0,6.0,987.0,10.0,1.0,58.0,1.0,4.0,313.0,3.0,5.0,169.0,2.0,3.0,99.0,0.0,,,,,,,,,,,,,6.0,297.0,4.0,,,,3.510494,,4.985473,1.4186008,3.358724,10.0,14.0,,,
1407673,12.0,1180.0,13.0,13.0,1948.0,20.0,8.0,355.0,3.0,13.0,1452.0,14.0,6.0,382.0,5.0,7.0,502.0,7.0,1.0,25.0,0.0,,,,2.0,191.0,2.0,3.0,225.0,2.0,11.0,242.0,1.0,,,,3.073199,,4.0717287,2.102997,3.211095,7.0,28.0,6.0,198.0,0.0
6310052,17.0,1902.0,21.0,10.0,1200.0,12.0,13.0,1305.0,13.0,9.0,1100.0,11.0,5.0,436.0,4.0,1.0,33.0,0.0,,,,,,,3.0,382.0,4.0,,,,9.0,442.0,3.0,,,,,,,,,,,,,
1817992,10.0,1219.0,13.0,4.0,400.0,4.0,4.0,501.0,5.0,4.0,600.0,6.0,2.0,151.0,2.0,,,,,,,,,,,,,,,,4.0,129.0,0.0,,,,3.348713,,4.911188,1.7032177,3.894505,6.0,19.0,,,
2104668,22.0,2561.0,23.0,16.0,2248.0,23.0,14.0,1758.0,21.0,8.0,652.0,6.0,4.0,412.0,4.0,1.0,66.0,0.0,2.0,200.0,2.0,1.0,100.0,1.0,,,,,,,7.0,203.0,2.0,,,,3.4036603,,4.6674504,1.3862909,3.145147,24.0,32.0,,,
1937811,5.0,528.0,5.0,4.0,400.0,4.0,3.0,136.0,2.0,,,,2.0,106.0,1.0,,,,,,,,,,,,,,,,3.0,30.0,0.0,,,,3.3474796,,4.9460163,1.2704471,3.4639025,5.0,17.0,,,
1823675,7.0,915.0,8.0,6.0,900.0,9.0,3.0,241.0,4.0,4.0,400.0,4.0,3.0,208.0,3.0,1.0,50.0,0.0,,,,,,,,,,,,,4.0,86.0,0.0,,,,3.3426895,,4.8424244,1.4676515,3.4284468,9.0,25.0,,,
83917,90.0,6252.0,58.0,36.0,3885.0,41.0,90.0,10387.0,122.0,105.0,14545.0,144.0,35.0,3670.0,39.0,23.0,1140.0,2.0,24.0,2450.0,24.0,2.0,200.0,2.0,8.0,570.0,5.0,5.0,350.0,3.0,49.0,951.0,4.0,5.0,600.0,6.0,4.2246346,,2.9965675,2.0271428,2.5744247,89.0,199.0,,,
2001547,24.0,3169.0,34.0,19.0,3300.0,33.0,17.0,1421.0,15.0,8.0,800.0,8.0,14.0,975.0,10.0,3.0,100.0,0.0,2.0,200.0,2.0,1.0,100.0,1.0,,,,1.0,20.0,0.0,14.0,215.0,0.0,,,,3.0437558,,4.5981455,1.7114632,3.2585022,34.0,37.0,,,
1579828,7.0,773.0,9.0,3.0,474.0,5.0,5.0,494.0,4.0,3.0,126.0,1.0,2.0,151.0,2.0,3.0,300.0,3.0,,,,,,,,,,,,,6.0,82.0,0.0,,,,2.1649246,,4.9937844,3.1911182,2.1389892,22.0,3.0,,,
4664622,22.0,2428.0,27.0,23.0,3100.0,31.0,18.0,2246.0,23.0,4.0,400.0,4.0,10.0,930.0,9.0,2.0,83.0,0.0,2.0,200.0,2.0,1.0,100.0,1.0,1.0,100.0,1.0,,,,14.0,213.0,0.0,,,,3.434054,,4.8381968,1.5968757,3.5048711,30.0,37.0,,,
1195974,29.0,3152.0,31.0,35.0,4550.0,47.0,33.0,2874.0,32.0,19.0,1813.0,17.0,20.0,1486.0,16.0,5.0,295.0,2.0,6.0,750.0,7.0,,,,7.0,519.0,5.0,4.0,70.0,0.0,20.0,491.0,3.0,,,,3.1246397,,4.746165,2.0686061,2.9818058,12.0,58.0,,,
1134337,10.0,1075.0,11.0,5.0,700.0,7.0,2.0,116.0,1.0,9.0,1200.0,12.0,4.0,177.0,3.0,1.0,100.0,1.0,,,,,,,1.0,100.0,1.0,,,,5.0,132.0,0.0,1.0,100.0,1.0,3.9381151,,4.6947923,1.4225878,3.2855272,13.0,24.0,,,
2275224,11.0,1076.0,11.0,6.0,587.0,6.0,7.0,610.0,6.0,7.0,713.0,7.0,6.0,226.0,3.0,,,,,,,1.0,200.0,2.0,,,,1.0,100.0,1.0,8.0,188.0,1.0,,,,3.9419396,,4.7917576,1.2595152,3.2768486,2.0,18.0,,,
1142310,102.0,11269.0,122.0,26.0,2762.0,28.0,99.0,11556.0,119.0,60.0,7422.0,74.0,51.0,5615.0,57.0,15.0,934.0,5.0,8.0,725.0,7.0,1.0,100.0,1.0,14.0,1416.0,14.0,5.0,288.0,2.0,58.0,1513.0,7.0,16.0,1700.0,17.0,4.5895653,,3.820162,1.4411978,4.404926,104.0,160.0,,,
3151741,21.0,2669.0,29.0,28.0,4155.0,42.0,9.0,687.0,7.0,10.0,1029.0,10.0,14.0,1544.0,16.0,3.0,166.0,1.0,,,,,,,1.0,16.0,0.0,1.0,33.0,0.0,12.0,201.0,0.0,,,,3.3528383,,4.471227,1.8410398,3.2119858,56.0,45.0,,,
2380199,33.0,3928.0,43.0,34.0,4977.0,51.0,30.0,2256.0,22.0,16.0,1107.0,10.0,16.0,1631.0,17.0,,,,,,,1.0,100.0,1.0,1.0,16.0,0.0,1.0,20.0,0.0,19.0,365.0,0.0,,,,3.3360343,,4.8254123,1.6482192,3.3575583,45.0,69.0,,,
4881686,2.0,194.0,2.0,1.0,100.0,1.0,1.0,91.0,1.0,1.0,100.0,1.0,2.0,106.0,1.0,3.0,300.0,3.0,,,,,,,,,,,,,1.0,9.0,0.0,,,,3.0551329,,4.6106195,1.53,3.37354,3.0,12.0,,,
2022253,18.0,1618.0,18.0,16.0,2331.0,26.0,8.0,1022.0,11.0,16.0,1441.0,13.0,15.0,923.0,9.0,,,,,,,,,,9.0,228.0,1.0,,,,17.0,237.0,0.0,,,,,,,,,,,,,
82199,76.0,6734.0,67.0,39.0,3901.0,40.0,104.0,13429.0,147.0,49.0,5894.0,58.0,42.0,4981.0,51.0,19.0,900.0,3.0,26.0,2825.0,28.0,1.0,100.0,1.0,6.0,505.0,5.0,6.0,445.0,4.0,40.0,786.0,1.0,7.0,700.0,7.0,4.613266,,3.7639334,1.6832806,4.5135674,164.0,169.0,,,
1126670,22.0,2277.0,25.0,14.0,1990.0,21.0,10.0,728.0,7.0,17.0,1294.0,12.0,8.0,340.0,3.0,5.0,319.0,2.0,3.0,300.0,3.0,,,,1.0,16.0,0.0,2.0,20.0,0.0,14.0,416.0,4.0,2.0,200.0,2.0,,,,,,,,,,
1395867,4.0,724.0,9.0,8.0,887.0,9.0,7.0,756.0,7.0,4.0,313.0,3.0,5.0,524.0,5.0,,,,,,,2.0,200.0,2.0,,,,1.0,100.0,1.0,3.0,96.0,0.0,,,,3.5174603,,4.4656086,1.7666667,3.8974602,4.0,21.0,,,
1098770,274.0,31082.0,340.0,198.0,24061.0,244.0,235.0,26533.0,284.0,100.0,9467.0,91.0,97.0,7729.0,77.0,87.0,3853.0,12.0,20.0,1925.0,19.0,3.0,300.0,3.0,9.0,845.0,9.0,14.0,898.0,8.0,163.0,4007.0,20.0,10.0,1000.0,10.0,3.415377,,4.1563663,1.7298979,3.576191,107.0,451.0,1.0,100.0,1.0
1505859,33.0,5734.0,63.0,24.0,3661.0,37.0,17.0,1215.0,11.0,13.0,1239.0,12.0,16.0,1308.0,12.0,5.0,252.0,1.0,1.0,100.0,1.0,,,,1.0,91.0,1.0,2.0,20.0,0.0,20.0,680.0,5.0,2.0,200.0,2.0,2.849005,,4.133576,2.2055712,3.1108358,79.0,48.0,,,
1152755,1255.0,135722.0,1483.0,720.0,94052.0,947.0,1203.0,143277.0,1537.0,353.0,35087.0,343.0,328.0,26901.0,276.0,231.0,12634.0,49.0,82.0,8350.0,81.0,25.0,2600.0,26.0,91.0,8744.0,90.0,61.0,4316.0,39.0,923.0,20818.0,55.0,38.0,4500.0,45.0,4.256806,,4.0771456,1.667182,4.265414,459.0,1654.0,15.0,1299.0,12.0
2233922,10.0,1561.0,15.0,10.0,1400.0,14.0,6.0,819.0,9.0,2.0,200.0,2.0,5.0,457.0,5.0,,,,,,,1.0,100.0,1.0,2.0,182.0,2.0,1.0,100.0,1.0,6.0,181.0,1.0,,,,3.2985804,,4.814548,1.5300969,3.1613872,2.0,30.0,,,
1274301,23.0,3045.0,33.0,18.0,2316.0,24.0,12.0,704.0,7.0,10.0,768.0,7.0,10.0,614.0,8.0,2.0,133.0,1.0,1.0,25.0,0.0,,,,4.0,316.0,3.0,2.0,45.0,0.0,16.0,334.0,0.0,,,,3.1728048,,4.826264,1.4902514,3.4717486,27.0,39.0,,,
3369718,11.0,1473.0,18.0,15.0,2500.0,25.0,6.0,528.0,4.0,2.0,500.0,5.0,10.0,636.0,6.0,,,,1.0,100.0,1.0,,,,,,,,,,10.0,163.0,0.0,,,,,,,,,,,,,
5281856,3.0,318.0,4.0,3.0,579.0,6.0,3.0,256.0,2.0,1.0,16.0,0.0,3.0,325.0,4.0,,,,1.0,25.0,0.0,,,,1.0,205.0,2.0,1.0,25.0,0.0,2.0,51.0,0.0,,,,2.7016523,,4.6045218,2.4271305,3.7166088,5.0,3.0,,,
77137,837.0,117236.0,1299.0,483.0,62249.0,628.0,643.0,65754.0,664.0,349.0,35836.0,350.0,426.0,29449.0,300.0,147.0,8089.0,48.0,66.0,6775.0,63.0,10.0,1000.0,10.0,99.0,9893.0,103.0,52.0,2708.0,20.0,594.0,16545.0,71.0,33.0,3400.0,34.0,3.7319708,,3.829448,1.7474035,3.4434814,1160.0,1164.0,3.0,166.0,1.0
75975,78.0,9755.0,106.0,49.0,7111.0,72.0,57.0,6795.0,71.0,16.0,1274.0,12.0,41.0,2885.0,27.0,5.0,159.0,0.0,10.0,1200.0,12.0,1.0,100.0,1.0,8.0,815.0,8.0,5.0,510.0,5.0,57.0,1896.0,11.0,2.0,200.0,2.0,2.9468458,,4.3902364,1.8235412,3.500674,493.0,100.0,,,
1655970,1002.0,113422.0,1260.0,643.0,88554.0,892.0,924.0,107498.0,1137.0,293.0,28744.0,281.0,325.0,25954.0,263.0,197.0,11002.0,44.0,75.0,7250.0,69.0,12.0,1300.0,13.0,45.0,4221.0,43.0,55.0,3755.0,31.0,671.0,16367.0,48.0,15.0,1500.0,15.0,4.1766543,,4.145494,1.6542057,4.194374,596.0,1460.0,1.0,33.0,0.0
1127795,1143.0,116106.0,1249.0,780.0,102582.0,1034.0,1052.0,123013.0,1330.0,348.0,36141.0,353.0,376.0,31595.0,326.0,241.0,13317.0,53.0,158.0,16325.0,160.0,22.0,2200.0,22.0,91.0,8201.0,84.0,90.0,7137.0,69.0,721.0,16551.0,53.0,33.0,3700.0,37.0,4.176808,,3.669371,1.6192353,3.8218665,498.0,1802.0,7.0,632.0,5.0
1166837,379.0,45496.0,497.0,257.0,31858.0,326.0,348.0,33882.0,361.0,161.0,14358.0,136.0,116.0,8243.0,86.0,81.0,4430.0,20.0,23.0,2375.0,23.0,9.0,900.0,9.0,35.0,3321.0,34.0,20.0,1771.0,16.0,268.0,5566.0,14.0,9.0,900.0,9.0,3.3904665,,4.150435,1.9775461,3.4786465,312.0,564.0,4.0,400.0,4.0
43934,104.0,16648.0,190.0,81.0,11635.0,120.0,72.0,5789.0,48.0,40.0,2044.0,17.0,58.0,3762.0,37.0,27.0,1247.0,6.0,36.0,5625.0,56.0,,,,10.0,776.0,8.0,5.0,245.0,2.0,78.0,2829.0,22.0,1.0,100.0,1.0,2.5642614,,4.0601816,2.2293024,2.620055,539.0,128.0,,,
84065,168.0,22279.0,241.0,131.0,16153.0,167.0,146.0,13415.0,135.0,115.0,11222.0,107.0,74.0,5901.0,61.0,38.0,2148.0,17.0,20.0,1975.0,19.0,6.0,600.0,6.0,104.0,11808.0,119.0,18.0,445.0,4.0,124.0,4321.0,27.0,7.0,900.0,9.0,2.378484,,4.5861654,3.293268,2.3450217,163.0,327.0,1.0,33.0,0.0
3908,932.0,101838.0,1132.0,559.0,73910.0,743.0,881.0,105031.0,1091.0,276.0,29963.0,293.0,248.0,19262.0,198.0,164.0,9798.0,47.0,76.0,7425.0,72.0,13.0,1400.0,14.0,64.0,6119.0,65.0,48.0,3548.0,32.0,638.0,14506.0,41.0,27.0,2900.0,29.0,4.159981,,4.019977,1.6457398,4.166598,570.0,1378.0,1.0,100.0,1.0
2446729,263.0,35377.0,387.0,211.0,31371.0,319.0,202.0,18428.0,194.0,124.0,10093.0,95.0,121.0,9643.0,95.0,56.0,2916.0,14.0,12.0,1125.0,11.0,4.0,400.0,4.0,31.0,2800.0,29.0,15.0,1175.0,11.0,158.0,3772.0,12.0,8.0,800.0,8.0,3.1375017,,3.543988,2.0026371,3.1265872,503.0,402.0,2.0,200.0,2.0
1148747,745.0,79007.0,866.0,471.0,60602.0,615.0,644.0,70649.0,754.0,267.0,26292.0,254.0,277.0,25226.0,265.0,154.0,9173.0,41.0,74.0,7075.0,67.0,7.0,800.0,8.0,50.0,3870.0,39.0,58.0,3894.0,34.0,470.0,11179.0,35.0,14.0,1600.0,16.0,3.3856828,,4.018475,1.7196556,3.4715953,597.0,1142.0,3.0,233.0,2.0
77136,181.0,22587.0,256.0,94.0,11910.0,120.0,132.0,13450.0,134.0,76.0,7752.0,76.0,84.0,5709.0,55.0,33.0,1954.0,11.0,11.0,1125.0,11.0,3.0,300.0,3.0,31.0,2911.0,30.0,8.0,208.0,1.0,131.0,3094.0,13.0,7.0,700.0,7.0,3.7115898,,3.8292627,1.8170469,3.4868357,245.0,263.0,1.0,100.0,1.0
5078,1755.0,206777.0,2275.0,1440.0,203211.0,2052.0,1462.0,166531.0,1728.0,906.0,95515.0,934.0,790.0,66474.0,676.0,270.0,16743.0,95.0,188.0,18625.0,180.0,29.0,3200.0,32.0,158.0,13976.0,143.0,133.0,9987.0,89.0,1230.0,28795.0,95.0,43.0,4600.0,46.0,3.4934373,,3.7752326,1.7321017,3.887681,1025.0,3124.0,6.0,566.0,5.0
1637962,97.0,12141.0,132.0,70.0,9306.0,94.0,59.0,5249.0,55.0,41.0,3684.0,36.0,44.0,2557.0,25.0,19.0,1215.0,8.0,7.0,800.0,8.0,1.0,100.0,1.0,9.0,692.0,7.0,3.0,210.0,2.0,61.0,1446.0,6.0,1.0,100.0,1.0,3.4206069,,4.696537,1.9490237,3.5152085,105.0,185.0,2.0,200.0,2.0
5354893,11.0,1562.0,17.0,8.0,1374.0,14.0,3.0,244.0,2.0,3.0,126.0,1.0,7.0,624.0,6.0,1.0,33.0,0.0,3.0,500.0,5.0,,,,,,,,,,6.0,137.0,1.0,1.0,100.0,1.0,2.7908208,,4.1130505,2.087923,2.8078625,135.0,12.0,,,
83911,139.0,8928.0,82.0,92.0,10270.0,107.0,166.0,19886.0,224.0,153.0,16730.0,164.0,48.0,4750.0,53.0,36.0,2081.0,6.0,37.0,4025.0,39.0,4.0,400.0,4.0,8.0,791.0,8.0,20.0,1625.0,15.0,71.0,1681.0,10.0,5.0,500.0,5.0,4.1753817,,3.0221488,1.8961086,2.6205215,240.0,332.0,1.0,33.0,0.0
2545450,68.0,10294.0,117.0,49.0,8168.0,82.0,42.0,3872.0,35.0,18.0,1465.0,14.0,32.0,1186.0,11.0,12.0,999.0,9.0,4.0,400.0,4.0,3.0,400.0,4.0,8.0,758.0,8.0,2.0,300.0,3.0,44.0,958.0,1.0,3.0,300.0,3.0,2.9521465,,4.172534,1.905153,3.1357946,637.0,119.0,,,
1218210,251.0,35419.0,393.0,224.0,33529.0,341.0,200.0,20028.0,202.0,93.0,7282.0,68.0,108.0,8911.0,90.0,41.0,2519.0,17.0,19.0,1825.0,18.0,5.0,500.0,5.0,20.0,1371.0,13.0,9.0,825.0,8.0,181.0,3991.0,7.0,,,,3.868528,,4.725131,1.920444,3.5899303,96.0,433.0,2.0,200.0,2.0
4835815,40.0,5018.0,55.0,45.0,7003.0,71.0,31.0,3652.0,37.0,23.0,2181.0,21.0,14.0,1184.0,12.0,7.0,265.0,1.0,5.0,500.0,5.0,1.0,200.0,2.0,1.0,16.0,0.0,1.0,20.0,0.0,25.0,428.0,1.0,1.0,100.0,1.0,2.864444,,4.0188756,2.2464151,2.918798,238.0,62.0,1.0,33.0,0.0
1142315,141.0,20430.0,227.0,116.0,16944.0,171.0,104.0,8424.0,81.0,51.0,4801.0,46.0,69.0,5806.0,56.0,14.0,876.0,6.0,21.0,2025.0,20.0,2.0,200.0,2.0,13.0,1037.0,11.0,4.0,185.0,2.0,91.0,1739.0,3.0,2.0,200.0,2.0,3.0906987,,4.5256076,1.6953942,3.594444,506.0,220.0,1.0,233.0,2.0
1556378,18.0,2501.0,27.0,15.0,1687.0,17.0,12.0,998.0,10.0,2.0,213.0,2.0,9.0,646.0,6.0,,,,4.0,400.0,4.0,,,,,,,1.0,100.0,1.0,11.0,155.0,0.0,,,,2.7436013,,4.1638994,2.1741865,2.7581246,208.0,21.0,,,
1807024,27.0,4966.0,56.0,18.0,2687.0,27.0,17.0,1319.0,12.0,6.0,513.0,5.0,9.0,673.0,7.0,7.0,408.0,3.0,1.0,25.0,0.0,,,,2.0,291.0,3.0,1.0,25.0,0.0,21.0,393.0,0.0,,,,3.0301843,,4.2935524,2.0846913,3.5444427,61.0,20.0,,,
2219287,52.0,6665.0,67.0,31.0,4074.0,41.0,22.0,1915.0,23.0,15.0,1826.0,18.0,19.0,784.0,7.0,7.0,566.0,5.0,,,,,,,3.0,300.0,3.0,,,,26.0,537.0,3.0,,,,3.3045104,,4.7641425,1.4386226,2.928551,42.0,91.0,1.0,33.0,0.0
2310579,8.0,841.0,9.0,4.0,400.0,4.0,2.0,158.0,2.0,7.0,700.0,7.0,5.0,234.0,2.0,,,,,,,1.0,100.0,1.0,,,,,,,6.0,67.0,0.0,,,,3.0086703,,4.4072824,2.078651,3.4962542,106.0,19.0,,,
82025,75.0,9854.0,110.0,60.0,9112.0,92.0,34.0,3187.0,33.0,24.0,1994.0,19.0,47.0,3668.0,36.0,13.0,1082.0,8.0,7.0,700.0,7.0,2.0,200.0,2.0,5.0,385.0,4.0,3.0,300.0,3.0,51.0,1118.0,2.0,1.0,100.0,1.0,3.4200628,,4.606207,1.9965135,3.5834906,71.0,157.0,,,
83912,45.0,3221.0,32.0,41.0,4299.0,45.0,49.0,5368.0,59.0,61.0,6557.0,64.0,16.0,1544.0,18.0,10.0,625.0,2.0,13.0,1350.0,13.0,3.0,400.0,4.0,5.0,394.0,4.0,4.0,250.0,2.0,22.0,492.0,2.0,6.0,600.0,6.0,4.188957,,2.9841192,1.9386287,2.5334113,147.0,133.0,2.0,200.0,2.0
83920,106.0,7672.0,71.0,54.0,5595.0,58.0,111.0,12797.0,149.0,131.0,15557.0,154.0,40.0,3964.0,45.0,33.0,1866.0,6.0,37.0,4250.0,42.0,4.0,400.0,4.0,8.0,548.0,5.0,9.0,750.0,7.0,53.0,801.0,1.0,8.0,800.0,8.0,4.1997666,,2.9926336,1.8894694,2.5848606,203.0,236.0,,,
8023,105.0,14624.0,155.0,92.0,13731.0,139.0,85.0,8438.0,89.0,46.0,3965.0,38.0,69.0,6087.0,64.0,13.0,692.0,4.0,16.0,1150.0,10.0,3.0,300.0,3.0,11.0,1195.0,12.0,11.0,560.0,4.0,69.0,1358.0,3.0,3.0,300.0,3.0,3.8637826,,4.778087,1.8885027,3.6497939,45.0,208.0,,,
1182309,51.0,6096.0,63.0,71.0,9952.0,101.0,34.0,3445.0,39.0,21.0,1349.0,12.0,31.0,3005.0,30.0,8.0,416.0,2.0,2.0,300.0,3.0,,,,5.0,299.0,3.0,2.0,200.0,2.0,31.0,638.0,2.0,,,,3.3889885,,4.7339406,1.9583849,3.5000074,102.0,134.0,,,
1286354,105.0,6339.0,55.0,47.0,5190.0,55.0,102.0,12238.0,143.0,128.0,15846.0,156.0,31.0,2674.0,30.0,24.0,1366.0,4.0,15.0,1350.0,13.0,1.0,100.0,1.0,7.0,546.0,5.0,7.0,470.0,4.0,49.0,981.0,5.0,8.0,800.0,8.0,4.146806,,2.957579,2.0018666,2.5536754,221.0,220.0,,,
